		"Breast Cancer Subtypes"
"Comparison of Recent Trends in SEER Incidence Rates, 2000-2016"

"Cancer Site",Sex,Race/Ethnicity,Age,Year,"Age-adjusted (AA) Rate per 100,000","AA Rate Lower Confidence Interval","AA Rate Upper Confidence Interval","Trend Year Range","Annual Percent Change (APC) (%)","APC Lower Confidence Interval (%)","APC Upper Confidence Interval (%)","Trend Direction"
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","All Ages",2000,-,-,-,2010-2016,1.1944,0.2098,2.1886,"Trend is Rising"
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","All Ages",2001,-,-,-
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","All Ages",2002,-,-,-
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","All Ages",2003,-,-,-
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","All Ages",2004,-,-,-
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","All Ages",2005,-,-,-
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","All Ages",2006,-,-,-
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","All Ages",2007,-,-,-
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","All Ages",2008,-,-,-
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","All Ages",2009,-,-,-
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","All Ages",2010,79.0038,78.3091,79.7032
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","All Ages",2011,83.4894,82.7793,84.2041
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","All Ages",2012,84.3049,83.5969,85.0175
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","All Ages",2013,86.4613,85.7492,87.1779
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","All Ages",2014,85.4795,84.7759,86.1876
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","All Ages",2015,86.6618,85.9578,87.3703
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","All Ages",2016,86.0222,85.3250,86.7239
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages < 50",2000,-,-,-,2010-2016,1.3043,0.1706,2.4508,"Trend is Rising"
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages < 50",2001,-,-,-
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages < 50",2002,-,-,-
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages < 50",2003,-,-,-
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages < 50",2004,-,-,-
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages < 50",2005,-,-,-
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages < 50",2006,-,-,-
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages < 50",2007,-,-,-
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages < 50",2008,-,-,-
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages < 50",2009,-,-,-
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages < 50",2010,24.9203,24.4235,25.4246
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages < 50",2011,26.6741,26.1581,27.1977
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages < 50",2012,26.6870,26.1686,27.2129
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages < 50",2013,27.2252,26.6989,27.7592
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages < 50",2014,27.3137,26.7834,27.8517
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages < 50",2015,27.8156,27.2790,28.3599
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages < 50",2016,27.1778,26.6465,27.7169
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages 50-64",2000,-,-,-,2010-2016,1.3266,0.4919,2.1681,"Trend is Rising"
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages 50-64",2001,-,-,-
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages 50-64",2002,-,-,-
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages 50-64",2003,-,-,-
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages 50-64",2004,-,-,-
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages 50-64",2005,-,-,-
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages 50-64",2006,-,-,-
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages 50-64",2007,-,-,-
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages 50-64",2008,-,-,-
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages 50-64",2009,-,-,-
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages 50-64",2010,166.8156,164.4228,169.2344
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages 50-64",2011,174.7389,172.3196,177.1837
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages 50-64",2012,176.8570,174.4324,179.3068
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages 50-64",2013,181.8334,179.3874,184.3044
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages 50-64",2014,180.2028,177.7836,182.6466
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages 50-64",2015,183.1689,180.7389,185.6235
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages 50-64",2016,182.2144,179.7913,184.6619
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages 65+",2000,-,-,-,2010-2016,1.0433,-0.0219,2.1198,Stable
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages 65+",2001,-,-,-
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages 65+",2002,-,-,-
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages 65+",2003,-,-,-
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages 65+",2004,-,-,-
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages 65+",2005,-,-,-
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages 65+",2006,-,-,-
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages 65+",2007,-,-,-
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages 65+",2008,-,-,-
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages 65+",2009,-,-,-
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages 65+",2010,284.4767,280.7399,288.2503
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages 65+",2011,300.5245,296.7177,304.3674
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages 65+",2012,304.3901,300.6223,308.1929
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages 65+",2013,312.4655,308.7052,316.2598
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages 65+",2014,306.1258,302.4609,309.8237
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages 65+",2015,309.0870,305.4571,312.7490
"HR+/HER2- (Luminal A)",Female,"All Races (includes Hispanic)","Ages 65+",2016,308.8110,305.2305,312.4227
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","All Ages",2000,-,-,-,2010-2016,-1.7984,-5.3897,1.9293,Stable
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","All Ages",2001,-,-,-
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","All Ages",2002,-,-,-
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","All Ages",2003,-,-,-
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","All Ages",2004,-,-,-
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","All Ages",2005,-,-,-
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","All Ages",2006,-,-,-
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","All Ages",2007,-,-,-
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","All Ages",2008,-,-,-
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","All Ages",2009,-,-,-
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","All Ages",2010,52.3522,44.8507,60.7095
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","All Ages",2011,58.3879,50.3326,67.3068
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","All Ages",2012,57.0356,49.1715,65.7414
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","All Ages",2013,47.2858,40.4554,54.9034
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","All Ages",2014,52.8401,45.7832,60.6506
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","All Ages",2015,54.1977,46.9653,62.1889
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","All Ages",2016,47.7244,41.1551,55.0174
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","Ages < 50",2000,-,-,-,2010-2016,-2.8874,-9.5862,4.3078,Stable
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","Ages < 50",2001,-,-,-
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","Ages < 50",2002,-,-,-
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","Ages < 50",2003,-,-,-
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","Ages < 50",2004,-,-,-
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","Ages < 50",2005,-,-,-
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","Ages < 50",2006,-,-,-
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","Ages < 50",2007,-,-,-
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","Ages < 50",2008,-,-,-
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","Ages < 50",2009,-,-,-
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","Ages < 50",2010,18.3177,13.6623,23.9590
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","Ages < 50",2011,12.9870,9.0790,17.9011
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","Ages < 50",2012,12.9226,9.0353,17.8116
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","Ages < 50",2013,12.3514,8.5376,17.1740
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","Ages < 50",2014,14.6047,10.4244,19.7905
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","Ages < 50",2015,12.0732,8.2963,16.8617
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","Ages < 50",2016,14.7686,10.5870,19.9461
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","Ages 50-64",2000,-,-,-,2010-2016,-0.9976,-2.5606,0.5905,Stable
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","Ages 50-64",2001,-,-,-
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","Ages 50-64",2002,-,-,-
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","Ages 50-64",2003,-,-,-
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","Ages 50-64",2004,-,-,-
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","Ages 50-64",2005,-,-,-
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","Ages 50-64",2006,-,-,-
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","Ages 50-64",2007,-,-,-
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","Ages 50-64",2008,-,-,-
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","Ages 50-64",2009,-,-,-
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","Ages 50-64",2010,117.2785,92.6941,146.3761
"HR+/HER2- (Luminal A)",Female,"American Indian / Alaska Native (includes Hispanic)","Ages 50-64",2011,120.3001,95.9495,148.9517
